Age,ClassName,DepartmentName,Adjectives,Nouns,Seasons
32,dress,Dresses,"i, i, big, nice, nice, rifle, i, ","dress, i, bag, sale, shipping, dress, deal, dress, quality, weight, paper, co., ",
52,dress,Dresses,"traditional, lightweight, loose, i, first, ","fabric, pattern, i, amsterdam, folk, pattern, dress, waist, belt, reviewer, i, cuff, day, dress, ",
31,thin sweater,Tops,"bottom, true, normal, small, ","whim, love, button, i, lace, peplum, button, fun, look, size, i, size, person, ",
39,thin sweater,Tops,"regular, tit, fit, light, light, yellow, navy, i, neutral, other, cold, hte, ","sucker, petite, size, hindsight, i, petite, length, model, hip, colros, hte, bow, picture, pink, warm, palette, button, detial, back, i, ",
33,sweater,Tops,"typical, xs, boxy, other, wide, bad, thin, warm, ","one, store, fit, perfect, waist, sweater, season, mock, neck, material, i, ",
23,knit sweater,Tops,"top, soft, strong, pictured, casual, ","love, color, peplum, design, online, order, fabric, color, perfect, shopping, day, lunch, date, ",
20,knit sweater,Tops,"such, comfortable, great, right, recommend, ","shirt, material, pair, i, bottom, amount, wardrobe, ",
42,sweater,Tops,"much, soft, lofty, i, cold, ","sweater, moth, exception, shade, pink, weather, staple, ",
53,jeans,Bottoms,"trendy, cute, true, slim, ","fleetwood, style, dream, size, fit, ",
32,knit sweater,Tops,"great, hot, enough, ","cotton, top, summer, sun, ",summer
49,sweater,Tops,"great, ","mock, neck, dark, grey, color, ",
31,thin sweater,Tops,"27-28, thin, early, great, small, accurate, oversized, right, crazy-cat-lady, ","waist, love, pullover, fall, weight, skirt, back, looks, tts, picture, hip, photo, amount, fun, stratosphere, level, back, i, hand, ",fall
26,knit sweater,Tops,"top, happy, adorable, super, perfect, gorgeous, puffy, ","employee, today, i, i, whim, comfy, tee, day, i, color, peplum, feminine, detail, love, ",
31,sweater,Tops,"delicate, happy, new, ","cycle, air, ",
39,sweater,Tops,"soft, itchy, snow, small, ","sweater, time, nightmare, design, princess, bra, size, ",
44,blouse,Tops,"top, due, crisp, ","detail, body, cotton, drape, perfect, summer, ",summer
55,blouse,Tops,"wish, full, perfect, navy, white, little, short, easy, ","top, beginning, summer, sale, i, price, bit, bottom, i, anybody, something, outfit, sale, price, ",summer
49,dress,Dresses,"wear, tight, roomy, little, long, i, light, substantial, nice, silky, worn, good, ","dress, ft, tall, xs, dress, i, xxs, i, style, kind, hung, material, lot, stretch, feel, dressy, day, dress, xxs, i, ",
37,dress,Dresses,"perfect, excellent, forgiving, black, formal, easy, positive, ","dress, combination, beauty, comfort, quality, fit, look, date, night, i, ",
39,dress,Dresses,"falttering, tiny, feminine, i, short, regualr, i, short, ","color, combination, bodice, bit, stretch, tulle, i, moto, jacket, sizing, need, petite, size, ",
27,dress,Dresses,"high, comfortable, top, soft, xs, liiiiiittle, tiny, i, manageable, i, ivory, ","dress, versatile, quality, i, wedding, holiday, season, i, fabric, part, petite, dress, waist, bit, dress, top, ",
45,dress,Dresses,"different, happy, ","material, lot, purchase, ",
36,dress,Dresses,"holiday, black, black, amazing, slim, antique-ish, ","dress, holiday, season, i, guise, part, i, velvet, blazer, patent, leather, part, i, cardigan, problem, transition, i, velvet, belt, clasp, day, cherry, ",
46,jeans,Bottoms,"great, high, long, perfect, ","waist, legs, stretch, distressing, wash, nice, dark, alot, ",
45,blouse,Tops,"many, little, formal, casual, come, slim, old, victorian, formal, ","top, i, material, jean, i, fall, weather, vibe, ",fall
33,dress,Dresses,"fitted, ","flirty, dress, quality, material, ",
38,dress,Dresses,"small, i, local, small, ","store, medium, i, case, closet, size, medium, i, ",
18,dress,Dresses,"engagement, beautiful, delicate, feminine, simplistic, only, i, little, flattering, ","dress, photo, shoot, rehearsal, dinner, piece, clothing, i, con, tall, waist, ",
48,skirt,Bottoms,"beautiful, surprised, great, clingy, slight, great, ","skirt, style, cut, pattern, i, sale, price, medium, sweater, knit, flair, ",
24,dress,Dresses,"perfect, beautiful, color-varied, black, charcoal, thin, figure-flattering, warm, ","autumn, dress, fabric, way, depth, fabric, sweater, knit, texture, i, thicker, thicker, movement, thinness, oth, ", autumn
34,jacket,Jackets,"lightweight, south, ","blazer, anything, perfect, florida, ",
50,skirt,Bottoms,"pleased, jean, good, right, little, ","skirt, material, quality, waist, i, room, waist, blouse, work, leisure, ",
47,pants,Bottoms,"usual, loose, i, low, few, 4-6, loose, leggy, i, same, i, petite, necessary, cropped, bright, white, ","size, inch, waist, waist, i, size, frame, model, option, look, material, wi, ",
83,knit sweater,Tops,"top, dramatic, casual, skinny, perfect, gorgeous, i, pretty, appropriate, stunning, true, .the, ","way, i, teal, love, style, i, teal, age, appropriate, i, blue, shade, blue, style, bright/light, someone, younger, top, size, drama, ruffle, ",
60,skirt,Bottoms,"nice, ","denim, color, fit, feel, waist, ",
50,knit sweater,Tops,"much, ","flutter, fullness, ",
32,knit sweater,Tops,"solid, small, i, medium/size, 8-10., small, petite, tee, cute, ","tee, everyone, medium, i, bc, i, volume, reference, peplum, hem, material, shape, frame, color, ",
26,knit sweater,Tops,"local, past, i, easy, go-to, large, small, ","top, store, weekend, top, size, order, medium, top, ",
52,pants,Bottoms,"worth, important, pant, butt, good, true, excellent, ","i, birthday, discount, discount, i, penny, flattering, feature, look, today, stock, fit, size, material, quality, ",
57,skirt,Bottoms,"perfect, form, i, curvy, mid, i, soft, ","everyone, advice, size, i, inch, waist, size, pilcro, skirt, fitting, waist, length, calf, bit, model, tall, fabric, stretch, %, cotton, ",
23,knit sweater,Tops,"top, fit, cute, shirt, flattering, green, rich, perfect, regular, loose, ","front, back, take, look, i, color, color, fall, size, size, ",fall
37,blouse,Tops,"super, soft, great, different, usual, i, little, surprised, i, only, gauze-like, long, ","top, ton, lbs., size, s., i, s, stone, xs, swim, concern, material, hope, i, life, top, ",
41,skirt,Bottoms,"i, high, i, usual, black, fit, hips./butt, quality, great, unique, classic, ","eye, skirt, online, size, i, size, retailer, store, someone, waist, fit, skirt, waist, fine, material, fit, length, i, b, ",
35,blouse,Tops,"usual, large, big, i, much, able, gorgeous, feminine, i, ","blouse, i, size, maternity, top, medium, i, mock, neck, size, fit, ",
42,blouse,Tops,"muscular, xs, roomy, nice, typical, ","top, glove, build, torso, fabric, upgrade, flannel, ",
32,knit sweater,Tops,"top, flattering, comfortable, ","person, fit, fabric, ",
42,dress,Dresses,"due, fabulous, great, fit, solid, ","hesitant, dress, chance, order, shoulder, design, place, dress, part, waist, lace, detail, hem, dress, color, out, park, retailer, ",
47,knit sweater,Tops,"deep, flattering, beautiful, ","blouse, pair, neckline, feminine, detail, ",
39,skirt,Bottoms,"new, petite, waist, other, natural, crazy, low, cute, ","skirt, order, moment, while, i, size, thing, boohoo, size, trouble, waist, waist, hem, ",
25,knit sweater,Tops,"great, ","i, material, ",
48,knit sweater,Tops,"small, i, flat, i, overlapped, sure, i, ","petite, model, fatter, drape, imagine, torso, bust, fabric, bottom, bra, problem, ",
46,knit sweater,Tops,"perfect, flattering, soft, appropriate, perfect, i, top, i, great, other, other, little, dark/heav, ","size, xl, top, draping, shape, material, work, length, everything, cut, pattern, knot, effect, waist, purchase, style, spring/summer, timeframe, ",summer spring
54,blouse,Tops,"i, fabric, soft, fab, vivid, top, right, i, other, scoop, refined, i, ","feel, shirt, distance, muslin, photo, way, shirt, button, top, cleavage, cami, neck, flannel, look/feel, i, order, ",
28,dress,Dresses,"warm, hot, comfy, breathable, perfect, large, i, fine, i, true, ","dress, person, perfect, weather, material, length, reference, i, medium, retailer, medium, size, waist, fit, body, closer, fit, waist, size, w, ",
70,blouse,Tops,"casual, flannel, i, small, large, much, small, lucky, next, ","shirt, style, weight, shirt, feeling, softness, cloth, stone, brand, i, brand, shirt, i, backorder, size, medium, out, stock, situation, ",
41,knit sweater,Tops,"narrow, true, beautiful, versatile, ","fit, feel, shirt, fit, size, stitching, shirt, ",
60,knit sweater,Tops,"adorable, flattering, small, black, white, i, ","blouse, wrap, design, body, warmer, weather, ",
42,dress,Dresses,"beautiful, feminine, bad, tall, cowboy, ","dress, person, flowy, i, word, sale, steal, i, plan, mine, ",
59,skirt,Bottoms,"frumpy, waisted, perfect, short, fabric, beautiful, bright, fabric, nice, outstanding, i, glad, ","skirt, i, i, skirt, print, mix, quality, nothing, i, ",
29,blouse,Tops,"small, pretty, sure, extra, small, pretty, wide, wide, ","reason, shirt, wildfire, i, i, i, shirt, shirt, size, ivory, ",
38,knit sweater,Tops,"beautiful, thin, delicate, nude, top, enough, hard, short, large, ","shirt, front, bra, underneath, thing, i, snap, gap, back, shirt, stretch, button, ",
43,knit sweater,Tops,"last, loose, billowy, draped, little, good, right, feminine, comfortable, top, negative, deep, ","world, top, body, fabric, weight, amount, stretch, i, retro/vintage, pattern, fabric, fit, camisole, way, v, neck, ",
52,knit sweater,Tops,"glad, versitile, fit-and-flare, short, broad, normal, top, real, top, ","top, wardrobe, sweater, cooler, i, today, business, jacket, summer, i, skirt, today, fyi, i, c, waist, shoulders/back, size, m, knit, i, size, m, waist, shape, ",summer
52,skirt,Bottoms,"small, major, high, good, busty, fall, tapered, ","lbs, d., i, petite, fabric, cotton, i, cotton, fabric, skirt, poof, midi, petite, waist, thing, gal, pattern, kind, i, vest, look, i, skirt, tall, dream, petite, ",
56,dress,Dresses,"perfect, cute, unique, tight, bust, dress, ","dress, summer, dress, style, size, area, ",summer
32,dress,Dresses,,"design, fit, ",
56,sweater,Tops,"great, cold, great, i, southern, heavy, i, few, glad, th, ","number, travel, kind, blanket, blanket, coat, california, evening, chill, trip, i, hotel, i, i, ",
38,sweater,Tops,"many, practical, cold, recommend, ","statement, piece, i, minnesota, ",
35,jeans,Bottoms,"perfect, vintage-looking, high, fit, great, ","rise, risk, inherent, vintage, reference, ag, size, length, versus, ankle, ",
45,pants,Bottoms,"comfortable, alternative, little, l, upper, little, straight, rail, petite, easy, good, nice, ","causal, draw, string, lounge, wear, lbs, i, xsma, size, body, thinner, meaning, i, body, frame, curve, tush, quality, n, ",
63,sweater,Tops,"excited, ","i, year, day, i, i, ",
57,sweater,Tops,"perfect, i, true, usual, loose, i, ","sweater, coat, i, opinion, size, i, xsp, body, ",
36,sweater,Tops,"comfortable, stylish, warm, cool, minor, rustic, other, ","'older, version, nothing, fall, day, piling, ",fall
54,pants,Bottoms,"nice, good, small, small, ","quality, i, size, maker, average, sizing, size, ",
65,sweater,Tops,"first, i, much, horse-bedecked, nerdy, navy, super, warm, new, ","thing, i, i, time, i, childhood, time, version, i, try, kind, something, way, jacket, england, ",
60,blouse,Tops,"delightful, covered, normal, upper, tts, wonderful, denim, ","bit, shade, blue, embellishment, tts, size, size, i, problem, pin, chest, area, shoulder, area, size, i, rendition, top, season, year, ",
62,sweater,Tops,"many, beautiful, unique, much, only, beautiful, large, ","coat, fall/winter, i, something, statement, piece, design, feature, i, closure, antique, button, i, snap, ", winterfall
51,sweater,Tops,"weekly, amazing, big, soft, itchy, sensitive, ","gem, i, i, basis, i, hahahaha, statement, piece, l, m, bit, preference, death, autumn, winter, skin, ", winter autumn
22,sweater,Tops,"cute, different, cold, i, ","i, horse, sweater, lot, cozy, winter, sweater, coat, ", winter
44,sweater,Tops,"local, soft, petite, i, flat, horse, cute, ","sweater, retailer, store, kid, bit, size, s, waist, wrist, room, sweater, turtleneck, hood, print, ",
38,blouse,Tops,"small, i, broad, afraid, large, loose, current, top, ","store, denim, shirt, price, sale, bit, size, i, maternity, look, size, kinda, swing, trend, ",
68,sweater,Tops,"large, small, unusual, large, small, great, attractive, i, pleased, ","sweater, coat, bit, medium, retailer, warm, comfy, purchase, recommend, ",
25,dress,Dresses,"perfect, soft, beautiful, i, ","dress, material, booty, color, wine, color, ",
38,pants,Bottoms,"comfortable, large, other, such, ","i, size, i, i, love, baby, weight, i, ",
51,warm jacket,Jackets,"structured, practical, cool, neutral, sure, ","sweater, coat, weather, person, yellow, lot, purchase, ",
35,knit sweater,Tops,"top, gray, easy, casual, different, unique, regular, gray, loose, comfortable, big, new, white, ","online, shoulder, something, shirt, fit, summer, ",summer
49,knit sweater,Tops,"soft, gorgeous, standard, on-line, pinkish, perfect, additional, ","fabric, pattern, background, color, gray, photo, gray, screen, skirt, i, lot, fall, lookout, ",fall
62,blouse,Tops,"top, fun, happy, soft, boxy, unflattering, super, usual, small, ","fabric/fit, breezy, side, way, opinion, cute, size, ",
37,jacket,Jackets,"great, ","thick, fabric, quarter, ",
46,knit sweater,Tops,"white, other, poor, other, substantial, many, usual, ","top, grey, lace, pocket, tee, tee, quality, way, fact, i, back, top, ivory, lace, fabric, i, medium, bum, staple, fir, ",
42,blouse,Tops,"top, perfect, short, flowy, own, i, ","summer, staple, i, problem, i, boho, look, length, size, retailer, mail, anticipation, ",summer
34,pants,Bottoms,"few, semi, loose, wide, soft, chic, fit, ","waist, band, thinner, i, everything, outfit, i, size, m, tts, ",
50,jeans,Bottoms,"great, ","length, cute, cuffed, ",
58,knit sweater,Tops,"beautiful, black, brown, generous, lightweight, ","shirt, burgundy, grey, denim, cut, fall, layering, ",fall
43,blouse,Tops,"first, non, small, large, large, great.., great, special, ","i, xl, retailer, room, top, colorful, fun, top, ex, side, i, sale, top, price, ",
42,jeans,Bottoms,"lightweight, perfect, i, flattering, i, other, beautiful, classic, ","i, summer, length, wedge, i, summer, reviewer, catalog, picture, technicolor, sheen, chambray, ",summer
43,blouse,Tops,,"quality, looser, cut, blouse, ",
66,knit sweater,Tops,"soft, sophisticated, skimming, multiple, other, t.la, ","feel, color, layering, body, shape, versatile, gem, ",
34,knit sweater,Tops,"great, little, wonderful, basic, perfect, soft, flow-y, flow-y, usual, small, happy, regular, small, great, ","top, crochet/lace, detail, amount, uniqueness, jersey, material, body, i, tts, reference, i, lbs, bust, i, order, petite, i, torso, i, spring, summer, top, ",summer spring
